pmid,title,year,abstract
40937408,Association between sensitivity to thyroid hormone and prognosis in septic patients: a retrospective cohort analysis.,2025,"PURPOSE: Sepsis is associated with significant endocrine dysfunction, particularly in thyroid hormone metabolism. This study aims to investigate the association between thyroid hormone sensitivity indices and prognosis in sepsis, exploring their potential as early prognostic markers. METHODS: We conducted a retrospective analysis of sepsis patients admitted to the Affiliated Hospital of Guangdong Medical University. Nonlinear associations between thyroid hormones (FT3, FT4, TSH), sensitivity indices (FT3/FT4, TFQI, PTFQI, TSHI, TT4RI), and sepsis mortality were assessed using restricted cubic spline models. Kaplan-Meier curves along with Cox proportional hazards models were used to investigate the longitudinal associations. K-means clustering was applied to thyroid hormone profiles to identify distinct phenotypes. RESULTS: Among 2,391 sepsis patients, non-survivors exhibited significantly lower levels of thyroid hormone and sensitivity indices compared to survivors. Restricted cubic spline analysis revealed a nonlinear dose-response relationship, with lower FT3, TFQI, PTFQI, TSHI, and TT4RI levels associated with increased mortality risk. Multiple Cox regression models identified FT3 (HR = 0.95, 95% CI: 0.93-0.98, p = 0.001), TSH (HR = 0.89, 95% CI: 0.80-0.99, p = 0.004), TFQI (HR = 0.66, 95% CI: 0.51-0.84, p < 0.001), PTFQI (HR = 0.47, 95% CI: 0.37-0.61, p < 0.001), TSHI (HR = 0.92, 95% CI: 0.85-0.99, p = 0.040), and TT4RI (HR = 0.98, 95% CI: 0.97-0.99, p = 0.001) as independent predictors of 90-day mortality. K-means clustering identified two distinct phenotypes, with Phenotype 2, characterized by profound thyroid hormone suppression and reduced sensitivity indices, was associated with a 36% higher mortality risk (HR = 1.42, 95% CI: 1.04-1.91, p = 0.029). CONCLUSION: Impaired thyroid hormone sensitivity are significantly associated with increased mortality in sepsis, emphasizing their potential as prognostic biomarkers and suggest their utility in risk stratification and personalized management of sepsis patients."
40937307,"Assessment of the Efficacy of Procalcitonin, C-Reactive Protein, and Albumin Levels-guided Antibiotics Use in Sepsis.",2025,"BACKGROUND: Efficient management of sepsis requires precise antibiotic therapy. This study examines the efficacy of guiding such therapy using Procalcitonin (PCT), C-Reactive Protein (CRP), and albumin levels. METHODS: A total of 127 adult sepsis patients were assigned to either standard care or a biomarker-guided group where antibiotic use was adjusted based on biomarker levels. RESULTS: The biomarker-guided approach significantly reduced the duration of antibiotic therapy (9.0 vs. 10.5 days, P=0.04) and expedited antibiotic de-escalation. Hospital costs were lower in the biomarker-guided group (20,000 vs. 24,000 CNY, P=0.04), though reductions in secondary infections did not reach statistical significance. There was no significant difference in 28-day mortality rates. CONCLUSION: Biomarker-guided antibiotic therapy can enhance the efficiency of treatment in sepsis, reducing both duration and cost without impacting patient safety. These findings suggest the potential benefits of incorporating biomarkers into standard sepsis management protocols."
40935246,Metabolic Syndrome Develops Cardia Cancer via Nuclear Factor-E2-related Factor 2-Programmed Death-Ligand 1 Signaling.,2026,"BACKGROUND & AIMS: The incidence of gastric cardia adenocarcinoma (GCA) and metabolic syndrome (MetS) have increased concurrently. Lipopolysaccharide (LPS) may be a biomarker for GCA development and treatment resistance of immune checkpoint inhibitors. We aimed to elucidate whether high-fat diet (HFD)-related endotoxemia progresses GCA via programmed death-ligand 1 (PD-L1) signaling. METHODS: We studied K19-Wnt1/C2mE mice fed HFD or control diet with or without systemic administration of Escherichia coli LPS +/- clodronate liposomes (CLs). To clarify the role of nuclear factor E2-related factor 2 (Nrf2) in tumorigenesis, we generated Nrf2-deficient K19-Wnt1/C2mE mice. We performed further experiments using MKN7 and THP-1 cells. RESULTS: In the HFD + LPS group of K19-Wnt1/C2mE mice, tumor growth with increase in tumor cell proliferation and macrophage infiltration was observed with gut dysbiosis, gut mucosal barrier damage, endotoxemia, and insulin resistance. The expression of 8-OHdG, NAD(P)H quinone oxidoreductase 1 (Nqo1), Tumor necrosis factor (TNF)-a, phosphorylated nuclear factor-kappa B (p-NFkappaB), and PD-L1 was upregulated in tumors. TNF-alpha expression was observed in tumor cells and stromal macrophages. These effects were abolished in the HFD + LPS + CL group. In the Nrf2-deficient K19-Wnt1/C2mE mice, tumors shrank as TNF-alpha and PD-L1 expression decreased, without improvement of gut barrier damage and endotoxemia. LPS stimulation of phorbol 12-myristate 13-acetate-treated THP-1 cells induced the expression of TNF-alpha, which activated NFkappaB-PD-L1 signaling in cocultured MKN7 cells. LPS stimulation of MKN7 cells increased the expression of NQO1, phosphorylated NFkappaB, and PD-L1, and NRF2 directly regulated CD274 transcription. CONCLUSIONS: HFD-related metabolic endotoxemia may promote GCA progression via PD-L1 induction in tumor cells directly through Nrf2 signaling activated by LPS and through NFkappaB signaling by TNF-alpha from LPS-activated macrophages in tumor microenvironment."
40930200,Plasma exosomes from viral hemorrhagic septicemia virus-infected olive flounder (Paralichthys olivaceus): Proteomic insights and wound healing effects.,2025,"Extracellular vesicles (EVs) or their subtypes, such as exosomes, are valuable nano-biomolecules for immunotherapeutic, drug delivery, and diagnostic purposes. Freshwater and marine fish, including olive flounder (Paralichthys olivaceus), are highly susceptible to the contagious Viral hemorrhagic septicemia virus (VHSV). In this study, we aimed to determine how infection alters the biological responses by analyzing the proteomic profiles of plasma-derived exosomes from phosphate-buffered saline (PBS) injected (PBS-Exo) and VHSV challenged (VHSV-Exo) olive flounders at the initial stages of infection. Moreover, we demonstrate that this immunomodulatory multifunctional biomaterial possesses wound-healing effects. To understand this, the isobaric tags for relative and absolute quantitation (iTRAQ) and tandem mass spectrometry approach was applied, and differentially expressed (DE) proteins in VHSV-Exo were identified. Following VHSV infection, a total of 2399 unique peptides with 407 proteins, including 27 upregulated and 25 downregulated (q < 0.05), were identified. Compared with mock-infected PBS-Exo, the DE proteome profile of VHSV-Exo is composed of various important biological processes related to metabolic, immune responses, and wound healing. A compiled set of proteins and pathways potentially associated with infection and pathology could be considered as early infectious biomarkers. Furthermore, VHSV-Exo exhibited a stronger wound healing effect than PBS-Exo both in vitro and in vivo. These results support our aim of demonstrating their multifunctional properties to improve fish health management and sustainable aquaculture practices."
40927774,Multi-Omics and Clinical Validation Identify Key Glycolysis- and Immune-Related Genes in Sepsis.,2025,"BACKGROUND: Sepsis is characterized by profound immune and metabolic perturbations, with glycolysis serving as a pivotal modulator of immune responses. However, the molecular mechanisms linking glycolytic reprogramming to immune dysfunction remain poorly defined. METHODS: Transcriptomic profiles of sepsis were obtained from the Gene Expression Omnibus. Differentially expressed genes (DEGs) related to glycolysis were identified through a combination of ssGSEA, WGCNA and differential expression analysis. Hub genes were prioritized using Mendelian randomization and machine learning algorithms (LASSO, SVM-RFE, and Boruta), and validated in an independent dataset and by RT-qPCR in a clinical sepsis cohort. Immune cell infiltration was assessed using CIBERSORT to profile the immune landscape, and single-cell RNA sequencing (scRNA-seq) was employed to delineate the cell type-specific transcriptional profiles. RESULTS: The ssGSEA scores derived from the glycolysis signature indicated a marked reduction in glycolytic activity associated with sepsis. By employing an integrative framework that includes WGCNA, differential expression analysis, Mendelian randomization, and machine learning algorithms, this study successfully identified five pivotal genes associated with glycolysis: DDX18, EIF3L, MAK16, THUMPD1, and ZNF260. The diminished expression of these genes was significantly correlated with immune remodeling, characterized by an increase in neutrophils and a decrease in lymphocytes. In a clinical sepsis cohort, RT-qPCR of peripheral blood, in conjunction with routine hematological profiling, validated their expression pattern and immune associations. Moreover, scRNA-seq facilitated a comprehensive characterization of these transcriptional alterations within distinct subsets of immune cells. CONCLUSION: This study identifies five glycolysis-related genes linked to immune remodeling in sepsis, revealing a metabolic-immune axis that may drives disease pathogenesis and offers promising targets for therapeutic intervention."
40927580,"Using molecular methods to diagnose, classify, and treat neonatal sepsis: a scoping review.",2025,"INTRODUCTION: Neonatal sepsis is a dysregulated immune response to bloodstream infection causing serious disease and death. Our review seeks to integrate the knowledge gained from studies of multiple molecular methods- such as genomics, metabolomics, transcriptomics, and the gut microbiome- in the setting of neonatal sepsis that may improve the diagnosis, classification, and treatment of the disease. Sepsis claims over 200,000 lives annually worldwide and remains a top 10 cause of infant mortality in the US. Diagnosis and treatment of neonatal sepsis remains a challenge as its mechanisms are poorly understood. METHODS: We conducted a scoping review of literature published between 2018 and 2024. Of 1,043 articles screened, 30 were included in the final review. RESULTS: The gut microbiome is associated with both pathogenicity and protection in the setting of neonatal sepsis, while expression levels of immune response and regulation help classify neonatal response to septic events. Metabolomic studies reveal possible biomarkers to detect, classify, and predict neonatal sepsis morbidity and mortality, and proteomic studies confirm mechanisms predicted by the other models. DISCUSSION: Studies using molecular methods foster greater understanding of neonatal sepsis and show promise to improve diagnosis, classification, and therapeutic intervention. Future research using multi-omic analyses may further elucidate the development and progression of inflammatory processes that occur as sepsis progresses."
40927447,Association between serum procalcitonin levels and outcomes of patients admitted to two tertiary paediatric intensive care units in Bloemfontein: A retrospective analytical study.,2025,"BACKGROUND: Procalcitonin (PCT) is used in the diagnosis of sepsis. Its capability as a prognostic marker is unclear. The association between PCT and paediatric intensive care unit (PICU) outcomes has not been investigated in the South African setting. OBJECTIVES: To determine the association between admission PCT, and trends within 72 hours of admission, and outcomes of patients admitted to the PICU at two tertiary academic hospitals. METHODS: The study was a two-year, double centre, retrospective, analytical cross-sectional medical record review. RESULTS: A total of 381 participants were included in the study; 55 died and 220 required mechanical ventilation. Non-survivors had a higher median admission PCT than survivors (p<0.0001, 95% confidence interval (CI) 1.28 - 15.12). Non-survivors had a higher median PCT at 48 - 72 hours than survivors (p<0.0001, 95% CI 2.50 - 21.72). Non-survivors had less of a median decrease in PCT than survivors (p=0.22, 95% CI -0.59 - 4.72). The area under the receiver operating characteristics curve (AUROCC) for admission PCT to discriminate for mortality was 0.6702 and for the 48 - 72 hour PCT it was 0.7369. There was a positive correlation between PCT and number of ventilator days (Spearman correlation co-efficient =0.1477, p=0.0138). There was no correlation between the length of PICU stay and admission PCT (p=0.7579) or PCT change (p=0.2034). CONCLUSION: Single PCT measurements display some ability to discriminate for PICU mortality. Serial PCT measurements provide greater prognostic information. Non-survivors had a significantly greater median admission PCT, median PCT at 48 - 72 hours and a lower median PCT decrease than survivors. CONTRIBUTION OF THE STUDY: This study clarifies the role and limitations of procalcitonin measurements and trends in PICU outcomes."
40926894,Serum S100A12 in the clinical diagnosis of sepsis-induced myocardial dysfunction: an integrated bioinformatics and clinical data analysis.,2025,"OBJECTIVE: Sepsis is a common and life-threatening syndrome in intensive care units, frequently accompanied by myocardial dysfunction, which significantly worsens patient outcomes. S100A12, a calcium-binding protein associated with inflammation, is upregulated in various inflammatory conditions. However, its role in sepsis and related cardiac injury remains unclear. METHODS: This study performed differential expression analysis using datasets from GEO to evaluate changes in S100A12 expression in sepsis and sepsis-induced myocardial dysfunction (SIMD), followed by GO and KEGG pathway enrichment analyses. Patients diagnosed with sepsis were assigned into SIMD and non-SIMD groups, along with healthy controls. Serum S100A12 expression was evaluated by ELISA and RT-qPCR. Correlations with cardiac enzymes, inflammatory markers, and cardiac function indicators were assessed. RESULTS: Bioinformatics analysis showed upregulation of S100A12 in sepsis and SIMD, enriched in multiple inflammation-related pathways. Clinically, S100A12 mRNA and protein levels were higher in the SIMD group. There was a positive association between S100A12 concentrations and cTnI, CK-MB, PCT, and IL-6, whereas MAP and LVEF exhibited a negative correlation. Logistic regression identified S100A12 as an independent risk factor for SIMD. CONCLUSION: As an inflammatory biomarker, S100A12 has independent predictive value, and its combination with cardiac enzymes enables the development of an efficient clinical warning model. The study highlights a potential new biomarker and treatment focus that could aid in early detection and management of sepsis-related cardiac injury."
40926543,"Comprehensive Analysis of Gene Expression and Biomarkers in Sepsis Using Bioinformatics, Network Pharmacology and Molecular Modeling Approaches.",2025,"BACKGROUND: Differentially expressed genes (DEGs) have been known to provide important information on disease mechanisms and potential therapeutic targets. The traditional Chinese medicine (TCM) offers a large reservoir of bioactive compounds that could modulate at these targets. This study is an attempt to investigate the biomarkers in Sepsis and COVID-19 using gene expression analysis and molecular modeling validation of TCM-derived candidate compounds targeting key DEGs associated with sepsis. METHODS: Gene expression data were obtained from NCBI, and limma package in R Studio was used to identify DEGs. Functional annotation was followed by gene ontology (GO) and Kyoto Encyclopedia of Genes and Genomes (KEGG) pathway enrichment. Protein-protein interaction (PPI) networks were created using STRING, and key hub proteins identified utilizing Cytoscape. Molecular docking was conducted using 216 bioactive compounds obtained from TCM databases against target proteins. To study binding stability, molecular dynamics (MD) simulations of 100 ns were performed using GROMACS on top ranked protein-ligand complexes. RESULTS: A total of 432 key DEGs were functionally enriched in disease related pathways. Bioinformatics analysis identified the RRM2, AURKB, and CDK1 as hub proteins that could serve as promising therapeutic agents. Salvianolic Acid C, Hesperidin, and Gallocatechin Gallate were lead TCM compounds which showed strong binding affinity to these targets on the basis of molecular docking. Selected protein-ligand complexes were stable according to MD simulations. CONCLUSION: The current study indicates the possibility of TCM compounds to target DEGs crucial in sepsis pathology. The integrated bioinformatics approach establishes an approach to identify novel drug candidates, which need further experimental validation."
40925730,[Immunomodulatory therapy in severe pneumonia: a double-edged sword in determining clinical outcomes].,2025,"Severe pneumonia remains a major threat to human health, particularly in patients who progress to sepsis, with immune dysregulation playing a central role in its pathophysiological mechanism. Although immunomodulatory therapies have evolved alongside our improved understanding of immune imbalance, conflicting clinical evidence persists. For example, agents targeting similar pathways may produce divergent outcomes, while those with opposing mechanisms of action may yield comparable results. This heterogeneity likely stems from dynamic variations in the host's baseline status, pathogen type, disease stage, and therapeutic timing. Future breakthroughs will require a framework for precision immune profiling that integrates dynamic biomarker monitoring, metabolic modulation, and AI-assisted decision-making. The aim of such strategies is to achieve therapy that is tailored to the individual patient, optimized over time, and balances pathological suppression with host defense preservation. This will advance immunomodulatory therapies from empirical approaches to precision medicine paradigms."
40924914,"Monocyte Anisocytosis Can Discriminate Between Sepsis and Sterile Inflammation, but not Mortality, in Critically Ill Surgical/Trauma Patients: A Secondary Prospective Analysis.",2025,"OBJECTIVES BACKGROUND: Monocyte anisocytosis (monocyte distribution width [MDW]) has been previously validated to predict sepsis and outcome in patients presenting in the emergency department and mixed-population ICUs. Determining sepsis in a critically ill surgical/trauma population is often difficult due to concomitant inflammation and stress. We examined whether MDW could identify sepsis among patients admitted to a surgical/trauma ICU and predict clinical outcome. DESIGN: Secondary analysis of three prospective observational clinical studies. SETTING: Single institution ICU. PATIENTS/SUBJECTS: Two hundred thirty-eight participants were included in this study: 107 patients who were admitted to the ICU and adjudicated to have sepsis, 80 patients who were considered critically ill nonseptic (CINS), and 51 healthy control participants. INTERVENTIONS: MDW was measured among hospitalized patients admitted to the ICU with the diagnosis of sepsis or CINS patients at risk of developing sepsis. Blood samples were collected at admission and at intervals during ICU admission. MEASUREMENTS AND MAIN RESULTS: MDW significantly differed between septic and CINS patients on ICU admission (26.4, interquartile range [IQR, 23.5-30.8] vs. 20.1 [IQR, 17.9-21.9]; p < 0.001) and could discriminate with an area under the receiver operating characteristic curve of 0.85 (95% CI, 0.79-0.91; p < 0.001). An MDW of greater than 22.0 at admission to the ICU could identify sepsis with a 78% specificity and a 90% sensitivity but could not discriminate in-hospital, 30-day, or 90-day mortality. LIMITATIONS: Small sample size from a single institution. Our analysis did not include other relevant biomarkers such as procalcitonin, C-reactive protein, and interleukin-6. In the imputation of missing values, linear mixed-effect models were used, risking model misspecification and the violation of the missing-at-random assumption. CONCLUSIONS: Among surgical/trauma ICU patients, MDW can discriminate between sepsis and nonseptic inflammation, but it is a weak predictor of mortality."
40922986,A Web-Based Dynamic Nomogram for Early Diagnosis in Sepsis: Development and Validation with Real-World Clinical Utility.,2025,"PURPOSE: Sepsis has high mortality and progresses rapidly, requiring early diagnosis; traditional scoring and lab parameters are limited in non-ICU settings, highlighting the need for biomarker integration and continuous monitoring to enhance diagnostic accuracy. PATIENTS AND METHODS: A retrospective analysis of 1,098 patients at Taizhou Hospital of Zhejiang Province identified sepsis and non-sepsis groups per Sepsis 3.0 criteria, Logistic regression analyses were used to identify the risk factors. A dynamic nomogram was built, and predictive accuracy was evaluated using calibration and decision curves. External validation for 94 patients occurred from January to March 2024, using Receiver operating characteristic (ROC) curve analysis for diagnostic evaluation. RESULTS: Multivariate logistic regression analysis revealed eight independent risk factors significantly associated with sepsis development: hypertension (odds ratio [OR] = 1.6278, 95% confidence interval [CI], 1.2079-2.1937), renal insufficiency (OR=1.7002, 95% CI, 1.2840-2.2513), cardiac insufficiency (OR=1.8927, 95% CI, 1.2979-2.7599), interleukin-6 levels (OR=1.0003 95% CI, 1.0002-1.0005), basophil percentage (OR=0.4319, 95% CI, 0.2353-0.7926), platelet-to-lymphocyte ratio (PLR) (OR=1.0025, 95% CI, 1.0011-1.0040), platelet count (PLT) (OR=0.9939, 95% CI, 0.9912-0.9959) and D-dimer levels (OR=1.0796, 95% CI, 1.0273-1.1347). The prognostic nomogram showed significant discriminative power, with a concordance index of 0.746 (95% CI 0.709-0.772). ROC analysis further revealed a negative predictive value (NPV) of 0.832 and a positive predictive value (PPV) of 0.511. Decision curve analysis validated the clinical utility of the model, demonstrating a substantial net benefit for predicting disease progression within a clinically relevant probability threshold range of 30% - 70%. The model maintained satisfactory discriminative performance in external validation, demonstrating an area under the curve (AUC) of 0.663 (95% CI, 0.549-0.776). The interactive web-based nomogram is available at https://bixiaojie-1987.shinyapps.io/DynNomapp/. CONCLUSION: This web-based dynamic nomogram incorporating eight clinically readily available predictors demonstrates robust diagnostic performance for sepsis, which helps doctors make quicker decisions by providing real-time risk assessments for each patient in non-ICU departments."
40920214,A Rapid Electrochemical Immunosensor Platform for the Sepsis-Associated Host and Pathogen Marker Dual Detection.,2025,"The study addresses the critical issue of sepsis diagnosis, a life-threatening condition triggered by the body's immune response to infection that leads to mortality. Current diagnostic methods rely on the time-consuming assessment of multiple biomarkers by a series of tests, leading to delayed treatment. Here, we report a platform for developing a point-of-care (POC) device utilizing electrochemical immunosensors for the dual and rapid detection of sepsis biomarkers: Procalcitonin (PCT), Interleukin-6 (IL-6), and C-reactive protein (CRP) as host markers and lipopolysaccharide (LPS) as a pathogen marker. The platform employs 3D microgels that encapsulate the electrochemically active nanoprobes (Carbon dots) for bacterial detection in a lower sample volume (10 muL) and reduced detection time to 10 min, significantly faster than conventional ELISA tests (4-5 h). Cyclic voltammetry (CV) and square wave voltammetry (SWV) techniques were used to assess the electrochemical characterization of biofunctionalized screen printed electrodes (bSPE) and sensor performance, respectively, showing improved sensitivity compared to standard ELISA tests. The developed sensor offers a lower limit of detection (LOD of 3.4 pg/mL for IL-6, 4.36 pg/mL for PCT, and 5.9 pg/mL for CRP) than commercial spectrophotometric ELISA, making it a promising alternative for accurate and timely sepsis diagnosis. Thus, the developed platform could revolutionize sepsis management by enabling early detection and treatment, potentially saving lives."
40918250,Microbial diversity and composition in the gut microbiome of patients during systemic inflammatory response syndrome: can we use gut bacteria as potential biomarkers to characterize sepsis?,2025,"BACKGROUND: Critically ill patients, including those with systemic inflammatory response syndrome (SIRS) and sepsis, frequently exhibit gut microbiota disruption due to physiological stress and broad-spectrum antimicrobial therapy (AT). Although antibiotics are essential for controlling infection, they can destabilize the gut microbiota and may contribute to poorer clinical outcomes. The characterization of the gut microbiota of these patients may inform microbiota-based interventions to mitigate antibiotic-induced dysbiosis. OBJECTIVE: This study aimed to identify key bacterial taxa that distinguish sepsis from non-sepsis patients. METHODS: A total of 89 stool samples (51 non-sepsis, 38 sepsis) were evaluated by amplicon sequencing the 16S rRNA gene to assess microbiota diversity and differential abundance. Samples were stratified by antibiotic exposure time: early AT (within 5th days of initiation) and prolonged AT (6th to 10th days). Additionally, patients were also grouped based on their AT: beta-lactam combined with other antimicrobial classes (BL-combined) and beta-lactam monotherapy (BL). RESULTS: During early AT, alpha diversity (Shannon index) was significantly lower in sepsis patients compared to non-sepsis patients (2.48 vs. 3.0, p = 0.01), whereas no significant difference was observed after prolonged treatment (2.65 vs. 2.89, p = 0.58). Beta diversity analysis (Aitchison distance) revealed significant differences between groups early AT (PERMANOVA, p = 0.005), but not in the later phase (p = 0.54), suggesting that microbial communities converge over time. Early AT taxonomic profiling showed a decrease in Anaerobutyricum spp. and an increase in Holdemania spp. in the sepsis group. In the non-sepsis group, Veillonella spp. was impacted by time and beta-lactam combination. Turicibacter spp. showed a reduction in the prolonged AT sepsis group, while Klebsiella spp. was more abundant in the BL-combined sepsis patients. CONCLUSIONS: Sepsis and non-sepsis patients showed distinct gut microbiota profiles in early AT. In sepsis, the loss of taxa involved in key metabolic functions, as short-chain fatty acid production, reflects dysbiosis and may contribute to worse outcomes. Prolonged antibiotic use may favor enteropathogen overgrowth and gut translocation. These findings highlight the potential of microbiota-based strategies to guide antimicrobial therapy and improve clinical outcomes in critically ill patients."
40917940,Exploring the Potentials of Artificial Intelligence in Sepsis Management in the Intensive Care Unit.,2025,"Sepsis remains one of the leading causes of morbidity and mortality worldwide, particularly among critically ill patients in intensive care units (ICUs). Traditional diagnostic approaches, such as the Sequential Organ Failure Assessment (SOFA) and systemic inflammatory response syndrome (SIRS) criteria, often detect sepsis after significant organ dysfunction has occurred, limiting the potential for early intervention. In this study, we reviewed how artificial intelligence (AI)-driven methodologies, including machine learning (ML), deep learning (DL), and natural language processing (NLP), can aid physicians. AI, in this case, particularly ML, processes massive amounts of real-time clinical data, vital signs, lab results, and patient history and can detect subtle patterns and predict sepsis earlier than traditional methods like SOFA or SIRS, which often lag behind after the presentation of the sequela. Models like random forest, XGBoost, and neural networks achieve high accuracy and area under the receiver operating characteristic curve (AUROC) scores (0.8-0.99) in ICU and emergency settings, enabling timely intervention by distinguishing sepsis from similar conditions despite the lack of perfect biomarkers. In practice, however, there are several potential pitfalls. Algorithmic bias due to nonrepresentative data, data fragmentation, lack of validation, and explainability issues are current barriers in developed models. Future research should address these limitations and develop more sophisticated models."
40914836,Screening of Relevant Genes and Signalling Pathways Affecting Adult Urosepsis: A Bioinformatic Analysis.,2025,"PURPOSE: The cellular and molecular pathophysiology of urosepsis, a condition caused by a urinary tract infection spreading to the bloodstream, involves complex epigenetic behavior. The objective of this study was to identify relevant genes and signaling pathways in adult urosepsis through a bioinformatic analysis of differentially expressed genes (DEGs). MATERIALS AND METHODS: In this in silico study, the GSE69528 dataset, containing 138 total RNA blood samples from patients with sepsis and uninfected controls, was obtained from the Gene Expression Omnibus (GEO) database. Microarray data were analyzed using GEO2R tools and R software. DEGs were identified using a fold change (FC) cutoff of > 1.5 or < 0.67 and a significance level of p < 0.05. Gene Ontology (GO) and Kyoto Encyclopedia of Genes and Genomes (KEGG) analyses were used to determine the enriched pathways of DEGs before constructing protein-protein interaction (PPI) networks with STRING and Cytoscape. RESULTS: A total of 108 DEGs were identified, comprising 67 upregulated and 41 downregulated genes. GO and KEGG analyses revealed that these DEGs were significantly enriched in pathways such as the complement and coagulation cascade, neutrophil degranulation, negative regulation of interferon-gamma response, T-cell activation, and granulocyte differentiation. The PPI network analysis identified 67 nodes with 110 interactions, from which CEACAM8, MPO, and RETN were identified as hub genes. Overexpression of CEACAM8 and MPO and suppression of RETN may be associated with a better disease prognosis. CONCLUSION: The identified hub genes-CEACAM8, MPO, and RETN-are predicted to be significant biomarkers in the prognosis and progression of sepsis. These genes could be targeted for the discovery of new therapeutic drugs for treating and managing urosepsis."
40911033,Serum albumin demonstrates comparable or superior prognostic value compared to albumin-based ratios in sepsis.,2025,"BACKGROUND: Serum albumin is a well-known biomarker in sepsis, and several albumin-based ratios have been proposed to enhance its prognostic performance. However, it remains unclear whether these composite indices outperform serum albumin alone in predicting outcomes in septic patients. METHODS: We conducted a prospective observational study including 413 adult patients with sepsis admitted to the Intermediate Care Unit of Santorso Hospital, Italy, between January 2023 and June 2024. Clinical data, laboratory parameters, and six albumin-based ratios were collected at admission. The primary outcome was 30-day mortality. Prognostic performance was assessed using ROC curves, Brier Scores, and Decision Curve Analysis (DCA). Correlation with clinical severity was evaluated using Spearman's correlation with SOFA and APACHE II scores. RESULTS: Among the 413 patients enrolled, 30-day mortality was 16.9%. Serum albumin demonstrated the highest predictive value compared to all albumin-based ratios. DCA confirmed the superior net clinical benefit of serum albumin across a wide range of threshold probabilities, especially in early risk stratification. LAR showed comparable performance in AUC but lower clinical utility in DCA. Albumin also showed the strongest inverse correlation with SOFA (rho = -0.276, p < 0.001) and APACHE II (rho = -0.391, p < 0.001) scores. CONCLUSIONS: Serum albumin is a strong, independent predictor of 30-day mortality in patients with sepsis and outperforms multiple albumin-based ratios in both statistical and clinical utility. Its use in early risk stratification should be encouraged in clinical practice. Further multicenter studies are warranted to confirm these findings and explore their generalizability."
40910658,Optimal duration of antifungal therapy in candidemia.,2025,"PURPOSE OF REVIEW: In candidemia, the standard 14-day antifungal treatment after blood culture clearance has been long accepted, despite being based on limited and outdated evidence. This review discusses the rationale for re-evaluating treatment duration, in the context of growing interest in optimizing antifungal use. RECENT FINDINGS: A small number of retrospective studies have explored shorter treatment courses in uncomplicated candidemia, suggesting similar outcomes in terms of mortality and recurrence compared to the traditional 14-day regimen. However, these data are limited and potentially biased, with no randomized controlled trials available to provide definitive guidance. Moreover, no validated clinical, microbiological, or biomarker-based algorithms currently exist to inform individualized treatment duration in daily practice. SUMMARY: The historical 14-day rule for candidemia treatment is increasingly challenged by recent literature, yet the available evidence remains scarce and methodologically limited. A well designed randomized controlled trial is urgently needed to establish the efficacy and safety of shorter antifungal courses. These data would be essential to inform clinical decisions and support antifungal stewardship by minimizing unnecessary treatments, lowering costs, limiting resistance, and improving patient outcomes."
40909819,Diagnosing Sepsis Through Proteomic Insights: Findings from a Prospective ICU Cohort.,2025,"INTRODUCTION: Sepsis diagnosis remains clinical and heterogeneous. We hypothesized that a proteomics-informed machine-learning approach could identify a small, easy-to-use, and optimized set of clinical variables to complement or potentially outperform SOFA. METHODS: We conducted a prospective, single-center, observational study in an academic intensive care unit. Plasma from critically ill patients with and without sepsis was analyzed using liquid chromatography coupled with tandem mass spectrometry (LC-MS). Data were acquired with data-independent acquisition parallel accumulation-serial fragmentation (diaPASEF) and processed using DIA-NN software. Differentially expressed proteins informed model development. Random Forest models were trained in a Discovery cohort (n=55) to select clinical variables linked to the proteome, then tested in an independent Validation cohort (n=59). Recursive feature elimination (RFE) identified a minimal feature set that was predictive of sepsis. The performance was assessed using repeated cross-validation and external validation. RESULTS: Twelve plasma proteins differed between sepsis and non-sepsis patients at FDR < 0.1, corresponding to 26 proteome-enriched clinical variables. The classifier achieved mean AUC's of 0.73 and 0.76 in Discovery and Validation cohorts, respectively. RFE performance plateaued with >/=9 variables, peaked at an accuracy of 0.78, and deteriorated below seven; the final three features before collapse were plasma BUN, chemokine ligand 3 (CCL3), and creatinine. Proteome-to-clinical regression highlighted creatinine as having the strongest correlation (R(2) = 0.558). DISCUSSION: A concise set of routinely obtainable variables anchored by renal markers and CCL3 captured proteomic signals and discriminated sepsis across cohorts, supporting a ""proteomics-informed, clinic-first"" strategy for pragmatic EHR deployment.While larger multicenter studies are warranted, these findings suggest that renal dysfunction exerts a disproportionate influence on sepsis and that increased emphasis on kidney-related markers may improve both recognition and risk assessment."
