pmid,title,year,abstract
41399305,Diagnostic accuracy and safety of image-guided transperineal versus transrectal prostate biopsy for clinically significant prostate cancer: a GRADE-assessed systematic review and meta-analysis.,2025,"INTRODUCTION: This systematic review and meta-analysis compared the diagnostic performance and complication profiles of transperineal biopsy (TPBx) versus transrectal biopsy (TRBx) for prostate cancer, incorporating recent randomized and large observational studies. METHODS: Following PRISMA 2020 guidelines, PubMed, Scopus, Embase, and Cochrane Library were searched till April 2025. Studies directly comparing TPBx and TRBx were included. Risk of bias was assessed using RoB 2.0 for randomized trials and the Newcastle - Ottawa Scale for observational studies. Pooled relative risks (RRs) with 95% confidence intervals (CIs) were calculated using random-effects models. Subgroup analyses and a GRADE assessment were performed to evaluate the certainty of evidence. RESULTS: Twenty-nine studies (n = 90,621) were included. TPBx showed higher PCa detection (RR 1.08; 95% CI 1.01-1.15; p = 0.02) and csPCa detection (RR 1.14; 95% CI 1.05-1.24; p = 0.001), though the certainty of evidence was low to moderate. Heterogeneity was moderate to high. TPBx also showed lower infection-related complications and comparable overall events, though procedure-related pain was slightly higher. CONCLUSION: TPBx offers improved diagnostic yield and lower infection risk compared with TRBx, with comparable safety. However, given the moderate heterogeneity and limited high-quality RCTs, further confirmatory trials are necessary. PROTOCOL REGISTRATION: https://www.crd.york.ac.uk/PROSPERO identifier is CRD420251035763."
41557542,Mortality and associated factors in post-stem cell transplant patients: a two-year cohort in a public hospital in Peru.,2025,"OBJECTIVE. To determine mortality and associated factors in patients who received an allogeneic hematopoietic stem cell transplant at the Hospital Nacional Edgardo Rebagliati Martins, between January 2017 and December 2022. MATERIALS AND METHODS. A retrospective cohort study was conducted on patients who underwent allogeneic hematopoietic stem cell transplantation (HSCT) between 2017 and 2022. Death at one hundred days and two years, and its associated factors, were evaluated. Proportional Cox regression models were used. RESULTS. 342 post-HSCT patients were included, with a median age of 23 years (interquartile range: 10 to 39), of whom 53.5% were women. The most frequent diagnosis for the transplant was acute lymphoblastic leukemia at 54.1%. Mortality in the first 100 days post-HSCT was 8.2%, and at two years was 30.4%. In the multivariate regression at one hundred days, factors associated with a higher risk of mortality were age over 50 years (HRa: 6.97; 95% CI: 1.18-41.23), being a recipient of a haploidentical transplant (HRa: 3.57; 95% CI: 1.13-11.24), and sepsis as a complication (HRa: 68.78; 95% CI: 19.32-244.84). In the two-year analysis, acute myeloid leukemia (1.72; IC 95%: 1.08-2.74), haploidentical transplant (HRa:1.81; 95%CI: 1.21-2.72), and disease relapse (HRa: 4.17; 95%CI%: 2.75-6.31) were associated with a higher risk of death. CONCLUSIONS. The mortality found was low and similar to that of countries with higher incomes; however, it is necessary to formulate interventions that reduce the incidence of modifiable factors such as sepsis."
15599149,Assessment of preemptive treatment to prevent severe candidiasis in critically ill surgical patients.,2004,"OBJECTIVE: To assess the efficacy of a preemptive antifungal therapy in preventing proven candidiasis in critically ill surgical patients. DESIGN: Before/after intervention study, with 2-yr prospective and 2-yr historical control cohorts. SETTING: Surgical intensive care unit (SICU) in a university-affiliated hospital. PATIENTS: Nine hundred and thirty-three patients, 478 in the prospective group and 455 in the control group, with SICU stay > or =5 days. INTERVENTIONS: During the prospective period, systematic mycological screening was performed on all patients admitted to the SICU, immediately at admittance and then weekly until discharge. A corrected colonization index was used to assess intensity of Candida mucosal colonization. Patients with corrected colonization index > or =0.4 received early preemptive antifungal therapy (fluconazole intravenously: loading dose 800 mg, then 400 mg/day for 2 wks). MEASUREMENTS AND MAIN RESULTS: End points of this study were the frequency of proven candidiasis, especially SICU-acquired candidiasis. During the retrospective period, 32 patients of 455 (7%) presented with proven candidiasis: 22 (4.8%) were imported and 10 (2.2%) were SICU-acquired cases. During the prospective period, 96 patients with corrected colonization index > or =0.4 of 478 received preemptive antifungal treatment and only 18 cases (3.8%) of proven candidiasis were diagnosed; all were imported infections. Candida infections occurred more frequently in the control cohort (7% vs. 3.8%; p = .03). Incidence of SICU-acquired proven candidiasis significantly decreased from 2.2% to 0% (p < .001, Fisher test). Incidence of proven imported candidiasis remained unchanged (4.8% vs. 3.8%; p = .42). No emergence of azole-resistant Candida species (especially Candida glabrata, Candida krusei) was noted during the prospective period. CONCLUSIONS: Targeted preemptive strategy may efficiently prevent acquisition of proven candidiasis in SICU patients. Further studies are being performed to assess cost-effectiveness of this strategy and its impact on selection of azole-resistant Candida strains on a long-term basis."
32110528,Case of internal jugular vein thrombosis and fever: Lemierre's syndrome or Trousseau's syndrome?,2020,"Internal jugular vein thrombosis is a rare critical cardiovascular emergency, which has potential catastrophic clinical outcomes by resulting in stroke and pulmonary embolism. Several etiologies have been reported; however, there are limited data on Lemierre's and Trousseau's syndromes, which are both rare conditions with advanced disease progression and poor clinical outcomes. Lemierre's syndrome may present with typical progressively infectious symptoms and signs, including sore throat, neck mass, and fever, whereas Trousseau's syndrome may present with thrombophlebitis and painful edema. Without antibiotic agents controlling the infection, the condition of patients with Lemierre's syndrome may progress to sepsis or septic shock. The infection pattern plays an important role for differential diagnosis. Herein, we describe the case of a 46-year-old woman presenting with atypical symptoms of Trousseau's syndrome mimicking Lemierre's syndrome. Laboratory analysis including protein C, protein S, rheumatoid factor, and antinuclear antibody ruled out hypercoagulopathy and autoimmune vasculitis. Abdominal computed tomography and panendoscopy revealed ulcerative tumor at the antrum. Pathological examination confirmed the presence of signet-ring cell adenocarcinoma. We highlight the clinical features and etiologies of internal jugular vein thrombosis, especially in Lemierre's syndrome and Trousseau's syndrome, to aid physicians in making an early diagnosis and providing timely management."
15729019,[Hepatitis-associated aplastic anemia: description of a new case].,2004,"Hepatitis-associated aplastic anemia is an only recently recognised syndrome. We present a case whereby a month after an episode of fever, a 17-year-old boy was recovered with liver enzyme elevation and circulating platelet reduction. All the acute viral hepatitis markers were negative. After bone marrow aspiration a severe aplastic anemia was diagnosed and all the findings were consistent with hepatitis-associated aplastic anemia. The disorder was initially treated with glucocorticoids and platelet transfusion, obtaining the normalization of the liver enzymes but worsening of the aplastic anemia. An HLA-identical related marrow donor was not found. The patient responded to immunosuppressive treatment but died of multi-organ failure due to severe sepsis."
15666255,Infections and severe sepsis in solid-organ transplant patients admitted from a university-based ED.,2004,"The objective was to provide a descriptive analysis of infectious processes in transplant patients admitted from the emergency department (ED). A database of all adult transplant patients at a university medical center was cross-referenced with a computerized record of all ED visits over an 18-month period. ED charts, inpatient records, and microbiology data were retrospectively reviewed. Final diagnoses and outcomes were analyzed. There were 352 ED visits by transplant patients (kidney 66%, kidney/pancreas 15%, liver 13%, lung 3%, heart 3%). Infections were the most common indications for admission (77/217, 35%). Urinary tract infection and pneumonia were the most common infections. Nine of 77 patients (11.7%) with documented infections developed severe sepsis, which was the most common reason for ICU utilization. Thirty-five percent of transplant patients admitted from the ED had acute infections, and 11.7% of these patients had severe sepsis. The emergency physician must have a high index of suspicion for infections when evaluating organ transplant recipients."
16163464,Experimental confirmation of Serratia marcescens contamination in multiple-dose vials of heparin-saline solution.,2004,"The initial contamination of heparin-saline solution (HS) in multiple-dose vials (MDVs) by Serratia marcescens was experimentally investigated using various isolates. Isolates I2 and S1 were from blood specimens from patients with a hospital-acquired infection (HAI). Isolates I13 and FHSM9043 were from urine and blood specimens, respectively, from patients without HAI. Isolate I124, with a pulsed-field get electrophoresis pattern identical to that of isolate I2, was from the hospital environment. Viable cells of isolate I2 were carried over into the HS of MDVs when the contaminated rubber septum was pierced with a syringe needle. When the outside surface of the septum was contaminated by inoculating it with wet-cell suspensions in HS or Muller-Hinton broth, the viable cells carried over were detected at a minimum inoculum size (MIS) of 10(3) s cfu/ml. However, when the surface was contaminated by inoculating it with dry-cell suspensions, the viable cells carried over were detected at an MIS of 10(7) s cfu/ml. The viable cells in the internal lumen of the needle much more than those on its outside surface spread to the HS of MDVs. For exposures of 24 h and 72 h at 4 degrees C to HS with 1% benzyl alcohol as a preservative in MDVs, viable cells of all isolates tested were detected at MIS values of 1 s and 10 s cfu/ml, respectively, increases three orders of magnitude smaller than those of reference strain IFO3736. These results suggest that S. marcescens isolates are readily carried over into the HS of MDVs by piercing a wet, contaminated rubber septum with a syringe needle. Also, despite the sterilization action of 1% benzyl alcohol, the organism persistently survived at 4 degrees C, even when initial contamination was with a small amount of inoculum."
31812215,The Prognostic Value of Endotoxemia and Intestinal Barrier Biomarker ZO-1 in Bacteremic Sepsis.,2020,"BACKGROUND: Intestinal barrier dysfunction exerts a pivotal pathophysiological role in the development of multiple organ dysfunction in sepsis. The present study was undertaken to investigate the potential role of serum intestinal fatty acid-binding protein (I-FABP) and zonula occludens-1 (ZO-1) levels as biomarkers of intestinal barrier dysfunction in bacteremic sepsis. METHODS: Seventy-five patients with bacteremic sepsis of abdominal origin (n = 34) or nonabdominal origin (n = 41) and 12 healthy controls were retrospectively studied. Blood samples collected upon sepsis diagnosis were analyzed for serum ZO-1, I-FABP and endotoxin levels. Prognostic scores Sequential Organ Failure Assessment (SOFA), quickSOFA and Acute Physiology and Chronic Health Evaluation (APACHE-II) were determined over the first 24 hours after sepsis diagnosis and patients' outcome in terms of 28-day mortality was recorded. RESULTS: Serum ZO-1 levels were significantly higher in bacteremic septic patients as compared to controls with no difference between patients with abdominal or extra-abdominal source of infection. Serum I-FABP levels were significantly lower in septic patients as compared to control and this reduction was more evident in patients with bacteremic abdominal sepsis. Serum ZO-1 and endotoxin concentrations were found significantly higher in patients who did not survive from sepsis. In receiver operating characteristic curve analysis, both endotoxin and ZO-1 predicted 28-day mortality. In addition, ZO-1 and endotoxin were correlated with the prognostic scores of qSOFA, SOFA and APACHE II. CONCLUSIONS: The results of this study indicate that serum ZO-1 might be a reliable biomarker of gut barrier dysfunction in sepsis, not affected by the abdominal or extra-abdominal site of infection. ZO-1, measured early at sepsis diagnosis, might represent a valuable additional prognostic tool for patients' outcome."
31843286,The role of concomitant alcohol and drug use in increased risk for burn mortality outcomes.,2020,"BACKGROUND: Burn injuries are a major cause of mortality and morbidity in low- and middle-income countries, with high rates in Sub-Saharan Africa. The risks may be heightened for persons who present with concomitant use of alcohol and illicit substances, which increase the risk for injury and severely compromise prognosis following injury. METHODS: This study utilised a national dataset on hospitalised burns in South Africa to explore the risk for mortality relative to morbidity. To assess the influence of alcohol and drugs in mortality outcomes, the analysis was restricted to adult cases, 18 years and older (N = 918). The primary statistical procedures used in the analysis were logistic regression models. FINDINGS: The results indicate that burn victims with full thickness and partial thickness burn degree and more than 30% TBSA had a significantly increased risk of mortality. In addition, the risk for mortality was increased ten times when concomitant alcohol and drugs were indicated compared to cases where these were absent. The length of stay in hospital diminished the risk for mortality by about 10%. INTERPRETATION: The findings may be explained by the role of skin as the main barrier against infections and the concurrent increase in risk of infection based on the degree and extent of any damage. The combined presence of both alcohol and drugs may predispose towards more severe burns and greatly compromise liver function with heightened risk for sepsis and death."
20575312,Intermittent presumptive treatment of malaria to prevent low birth weight in newborns in a cohort of pregnant women from a malaria endemic area.,2009,"OBJECTIVE: To determine and describe the patterns of low birth weight in newborns of a cohort of mothers given intermittent presumptive treatment (IPT) for malaria prevention in a malaria endemic area of Kenya. DESIGN: A longitudinal prospective cohort study. SETTING: Got Agulu Health Centre in Usigu Division, Bondo District, Nyanza Province. SUBJECTS: Pregnant women of all parities attending antenatal care services. Only women who gave informed consent for themselves and their newborns after birth were eligible to participate in the study. RESULTS: Parity was highly predictive of birth weight in the study subjects. Primigravidae and secondigravidae had a significantly lower mean birth weight (2952g) than women of higher gravidity (3214g) p-value <0.0001. Regardless of IPT administration, women who became positive for malaria infection at any point during pregnancy delivered 73.7% of the LBW infants. There was no significant difference in mean birth weights between primigravidae and multigravidae who had parasitaemia at baseline and at delivery (means 2906g and 3062g respectively, p=0.11). However, there was a significant difference between the parasitaemia negative primigravidae and multigravidae at baseline and at delivery (means 2952g and 3204g respectively, p=0.006). Infection with helminths did not have an effect on birth weight. Overall, low birth weight was observed in 9% of the newborns and was most commonly found in primigravidae and secondigravidae (14.8% and 13.1% respectively). CONCLUSION: Although many factors have been known to play a role in the causation of low birth weight (LBW <2500g), parity status and malaria infection in malaria endemic areas still play a major role regardless of IPT administration."
41477408,Diagnostic Challenges in Capnocytophaga canimorsus Sepsis: A Case Report.,2025,"Capnocytophaga canimorsus infections, though rare, can be severe. Diagnosis is straightforward with a known dog-bite history, but is challenging otherwise. A 67-year-old woman with no immunodeficiency or alcohol abuse history presented with high fever (41.5 degrees C), vomiting, and altered consciousness. No neck stiffness or peritoneal irritation was observed. Laboratory tests showed elevated liver enzymes, creatine kinase, inflammatory markers, and lactate. Computed tomography suggested strangulated ileus, which was ruled out during emergency laparotomy. Postoperatively, she experienced shock and was treated with vasopressors, corticosteroids, and ampicillin-sulbactam. Her condition improved, and blood culture showed Gram-negative rods. On day 3, her husband mentioned a recent dog bite, and a Capnocytophaga infection was suspected. Continued treatment with ampicillin-sulbactam improved her symptoms, and she was discharged. Blood cultures confirmed C. canimorsus on day 10. In severe sepsis with delayed bacterial identification, C. canimorsus should be considered. Repeated history-taking and empirical beta-lactamase inhibitor treatment are crucial."
25518291,The efficacy of 2% chlorhexidine gluconate in 70% alcohol compared with 10% povidone iodine in reducing blood culture contamination in pediatric patients.,2014,"BACKGROUND: Blood culture is the gold standard for diagnosis of septicemia. However; false-positive blood cultures are associated with increased health care costs due to unnecessary treatment. OBJECTIVE: To evaluate the efficacy of 2% chlorhexidine gluconate in 70% alcohol compared with 10% povidone iodine in reducing blood culture contamination inpediatricpatients. MATERIAL AND METHOD: This is a prospective study of pediatric patients who were admitted at a tertiary-care hospital. Pediatric patients who neededpercutaneous blood cultures were recruitedfrom two general pediatric wards and the pediatric intensive care unit. The authors used 10% povidone iodine as an antiseptic in odd months and 2% chlorhexidine gluconate in 70% alcohol as an antiseptic in even months in obtaining the blood culture samples. RESULTS: There were 1,269 blood culture specimens taken from 821 patients. 654 specimens used 10%povidone iodine as an antiseptic and 619 specimens used 2% chlorhexidine gluconate in 70% alcohol as an antiseptic. The 10% povidone iodine group and the 2% chlorhexidine gluconate in 70% alcohol group had the risk of blood culture contamination of 3.21% (95%CI: 2.00%-4.87%) and 2.28% (95% CI: 1.25%-3.79%) respectively. The risk difference ofblood culture contamination was 0.93% (95% confidence interval: 0. 86-2.72%) with p = 0.31. The most common contamination organism was Coagulase negative staphylococci (68.57%). No adverse skin reactions were observed in both antiseptic solutions groups. CONCLUSION: Use of2% chlorhexidine gluconate in 70% alcohol as an antiseptic seems to reduce the risk of blood culture contamination compared to use of 10% povidone iodine. In addition, neither of the antiseptic solutions resulted in adverse skin reactions."
20151527,[Lung transplant in patients with sarcoidosis: 2 case reports and a pathophysiologic review].,2009,"Lung transplantation is an appropriate therapeutic option for patients with advanced sarcoidosis that has not responded to medical treatment. The causes of sarcoidosis are unknown and the course of disease and prognosis are highly variable. As it is difficult to determine the ideal timing for a transplant or the type of transplant to perform, this may influence the high perioperative mortality in these patients. Postoperative morbidity and mortality rates are high when pulmonary hypertension is present before the transplant or when primary graft failure, acute rejection, infection, or other complications develop afterwards. We describe 2 patients with a diagnosis of end-stage sarcoidosis who received a lung transplant and a heart-lung transplant. The outcomes were different in each case. We analyze factors related to morbidity and mortality that determined the outcomes."
25526004,Crusted scabies of the scalp in a patient with systemic lupus erythematosus.,2014,"BACKGROUND: Crusted scabies is a severe, hyperkeratotic, psoriasiform disorder associated with immune suppression. Affected individuals typically present with crusted hyperkeratotic lesions in a variety of locations. This condition can lead to severe complications: institutional outbreaks and secondary bacterial infections associated with sepsis and high mortality. MAIN OBSERVATIONS: A 37-year-old woman with a 12-year history of systemic lupus erythematosus treated with prednisone, methotrexate, and plaquenil presented with a three-week history of a painful scalp rash with adherent yellow scale. Skin biopsy and tissue culture were consistent with a diagnosis of crusted scabies with superficial bacterial infection. The patient was treated with oral ivermectin and permethrin cream, as well as ciprofloxacin for the bacterial infection. At one-week follow-up, the scalp was no longer tender and hyperkeratotic plaques had significantly improved. At one-month follow-up, the affected scalp demonstrated further improvement with decreasing erythema and alopecia with follicular ostia. CONCLUSIONS: Our case highlights the atypical presentation of crusted scabies with primary scalp involvement and need for vigilance in recognizing and appropriately treating this condition to prevent the consequences of longstanding infection. Combination treatment with ivermectin and permethrin is appropriate management for this condition."
31892631,Intracranial vessel occlusion preceding the development of mycotic aneurysms in patients with endocarditis.,2019,"Mycotic aneurysms (MA) are an uncommon complication of infectious endocarditis. Septic emboli are thought to be the precipitating event in their development, but the evidence for this is sparse. We present three cases in which septic embolic occlusion preceded MA development at the occlusion site, suggesting that documented angiographic emboli in patients with infectious endocarditis and bacteremia constitute a risk factor for MA formation. Two adult patients with a history of intravenous drug use and one child with congenital heart disease are described. They were all diagnosed with infectious endocarditis and developed neurological symptoms during their hospital course. Initial catheter-based cerebral angiograms demonstrated vascular occlusions, which were followed by the development of MA at the same sites within 1 month. Septic emboli, documented on cerebral angiogram, in patients with infectious endocarditis may precede the appearance of MA. Patients with angiographic occlusions in the setting of endocarditis warrant close follow-up."
41430584,The value of pathogen DNA load in evaluating the efficacy of bloodstream infection: a prospective observational study.,2025,"BACKGROUND AND OBJECTIVE: Droplet digital polymerase chain reaction (ddPCR) is increasingly being applied in clinical practice, with absolute quantification as one of its key advantages. This study aims to explore the significance of pathogen DNA load in evaluating the therapeutic efficacy of bloodstream infection (BSI). METHODS: A total of 25 hospitalized patients with bloodstream infection were enrolled as research subjects. These patients were confirmed by ddPCR testing in the Department of Infectious Diseases, Fuyang People's Hospital, and admitted between November 2024 and April 2025. All patients showed clinical improvement after treatment and were discharged. Based on ddPCR results, they were divided into the Escherichia coli (E. coli) group (n=15) and the Klebsiella pneumoniae (K. pneumoniae) group (n=10). Each patient underwent consecutive ddPCR testing three times, and data including general clinical information, laboratory test results, and sequential organ failure assessment (SOFA) scores were collected and analyzed. The study further aimed to investigate the value of dynamic changes in pathogen DNA load for evaluating efficacy of treatment in BSI and other potential clinical implications. RESULTS: Among the baseline data of two groups, the alanine aminotransferase（ALT）level in the K. pneumoniae group (52.8 U/L) was higher than that in the E. coli group (21.0U/L), and the medianl DNA load in the K.pneumoniae group(8329.2 copies/mL,[IQR]: 291.8-47722.4 copies/mL) was higher than that in the E. coli group (310.2 copies/mL,[IQR]: 129.0-1838.0 copies/mL). Meanwhile, Pearson correlation analysis showed no strong correlation between the initial DNA load and SOFA score in patients of the two groups. Dynamic observation indicated that the pathogen DNA load of BSI patients in both groups showed a decreasing trend; at the same time, the proportion of patients with normalized body temperature increased in each group. Further verification demonstrated a strong correlation between the changing trend of DNA load and C-reactive protein(CRP) as well as procalcitonin(PCT)(r ＞0.9).In addition, the rate of reduction in pathogen DNA load in the two groups was comparable to CRP and PCT. Finally, in the K. pneumoniae group, it was found when the DNA load cut-off value was set at 8329.23 copies/mL, it exhibited high sensitivity and high specificity for identifying the formation of secondary abscesses(AUC=1). CONCLUSION: Our study demonstrates that DNA load levels of BSI vary significantly among different pathogens. More importantly, the dynamic changes in pathogen DNA load closely correlate with clinical outcomes, serving as a reliable and objective indicator to directly evaluate therapeutic efficacy in BSI patients. This highlights the practical clinical value of pathogen DNA load monitoring for real-time assessment of treatment response and optimization of clinical management strategies. CLINICAL TRIAL NUMBER: Not applicable."
41561118,The multifaceted role of kallistatin in human diseases: mechanistic insights and translational potential.,2025,"Kallistatin, a multifunctional serine protease inhibitor, is widely distributed with tissue-specific effects. It may serve as a new diagnostic biomarker and therapeutic target for human diseases. Through binding to its two structural elements and specific receptors, it regulates differential signaling cascades, and thus has a wide spectrum of biological functions. In cardiovascular diseases like hypertension, atherosclerosis, and heart failure, it exerts protective effects by improving endothelial function, anti-inflammation, and regulating lipid metabolism. In liver diseases, high hepatic expression correlates with nonalcoholic fatty liver disease, while decreased serum levels indicate severe cirrhosis or liver fibrosis. In metabolic diseases, it regulates insulin resistance, glucose metabolism, angiogenesis and inflammation. In inflammatory diseases, its role is dual: it attenuates inflammation in rheumatoid arthritis, sepsis, etc., but exacerbates chronic rhinosinusitis and autoimmune uveitis by promoting inflammatory cytokines secretion. In cancer, it inhibits tumor cell proliferation, angiogenesis, and metastasis, with lower tumor tissue expression linked to cancer development. Kallistatin also serves as a potential biomarker for chronic kidney disease, preterm birth, neurodegenerative diseases, and other diseases. This review synthesizes current knowledge on kallistatin's mechanisms in organ injury and repair, emphasizes its therapeutic potential across disease contexts, and discusses challenges and future directions for clinical translation, including organ-targeted strategies and combination therapies."
41404251,"A Comparison of Clinical, Neonatal, and Maternal Factors Between Early- and Late-Onset Group B Streptococcal Disease.",2025,"BACKGROUND: Universal group B streptococcus (GBS) screening in pregnant people and maternal antibiotic prophylaxis have reduced the incidence of early-onset group B streptococcus (EOGBS) infection. Despite a lower incidence, there is still a high risk of morbidity and mortality without treatment, and there is limited knowledge about late-onset group B streptococcus (LOGBS) infection. Using statewide neonatal sepsis surveillance and hospital admission data, this study describes factors associated with EOGBS and LOGBS. METHODS: This retrospective cohort study combined statewide surveillance data for infants with GBS through Active Bacterial Core surveillance (ABCs) data between 2006 and 2020. Cases were defined as EOGBS (>7 days of age) or LOGBS (7-89 days of age). Chi-square tests and the Mann-Whitney test were used for statistical analysis. RESULTS: Of the 322 identified cases, 106 (32.9%) were EOGBS, and 216 (67.1%) were LOGBS. LOGBS had a higher rate of meningitis (n = 65, 30.1%) compared to EOGBS (n = 11, 10.4%) (p > 0.001) and had a higher percentage of diagnosis via cerebrospinal fluid (CSF) (n = 51, 23.6%) compared to EOGBS (n = 5, 4.7%; p < 0.001). LOGBS were more likely to receive maternal antibiotics for GBS prophylaxis (n = 129, 61.1%) compared to EOGBS (n = 49, 46.2%; p = 0.012) and more doses of maternal antibiotics (3.39 doses) compared to EOGBS (1.59 doses, p = 0.010). CONCLUSIONS: Differences in epidemiology and clinical manifestations of EOGBS and LOGBS support different approaches to prevent each entity. Strategies for EOGBS prevention include maternal antibiotic prophylaxis and maternal screening. The transmission and pathogenesis of LOGBS are likely different than EOGBS, creating a need for different preventative strategies. Potential mechanisms to prevent LOGBS include maternal vaccination."
41466958,Immunosuppression Masking a Urological Emergency: A Case Report of Bilateral Infected Obstructed Kidneys.,2025,"An infected obstructed kidney is a urological emergency with the potential to cause life-threatening sepsis. It is often due to ureteric calculi and requires urgent decompression by ureteric stent or percutaneous nephrostomy. We present a patient who presented with bilateral obstructed kidneys secondary to ureteric stones while on immunosuppressive therapy. A middle‑aged woman with prior bilateral lung transplants on tacrolimus and prednisolone presented with acute abdominal pain, fever, tachycardia, and hypotension. Clinical examination was unremarkable, and blood tests showed normal inflammatory markers and renal function. CT imaging revealed a 6 mm right distal ureteric calculus and a 4 mm left vesicoureteric junction calculus with subtle obstructive features. Despite atypical findings, urological intervention was pursued, given ongoing sepsis and absence of alternative pathology. The patient underwent bilateral ureteric stenting and was admitted to intensive care, recovered well, and was discharged. Elective ureteroscopy and laser lithotripsy achieved stone clearance six weeks later, with no recurrence at six‑month follow‑up. She has been discharged from urology follow-up. The case underscores the challenges in diagnosis and management of immunosuppressed patients, where atypical clinical presentations may cause diagnostic uncertainties. Multidisciplinary coordination is essential to achieve optimal outcomes in such complex scenarios."
41676054,Use of LVAD HeartMate 3 and Impella RP in the management of advanced heart failure in an elderly patient: a case report.,2026,"Heart failure (HF) is a leading cause of morbidity and mortality. Mechanical circulatory support (MCS), such as the HeartMate 3 left ventricular assist device (LVAD), is a therapeutic option for patients who are ineligible for heart transplantation. Right heart failure (RHF), depending on the clinical criteria applied for its diagnosis, occurs in 10-40% of patients following LVAD implantation and significantly worsens prognosis. This report presents a 69-year-old male with chronic ischemic HF, prior cardiac resynchronization therapy with defibrillator (CRT-D) implantation, and coronary intervention with drug-eluting stents. Due to progressive mitral regurgitation (MR) and elevated HF biomarkers, MitraClip implantation was performed with initial clinical improvement. Subsequently, left ventricular function deteriorated despite optimized pharmacotherapy, leading to HeartMate 3 LVAD implantation. The postoperative course was complicated by recurrent cardiac tamponade requiring surgical management. Progressive RHF necessitated temporary support with an Impella RP device. Further complications included recurrent infections, sepsis, respiratory failure, and acute kidney injury requiring renal replacement therapy. Despite comprehensive treatment, progressive multiorgan failure and severe cachexia developed. Given the patient's status as a destination therapy, care was transitioned to home-based palliative management. This case illustrates the complexity of managing end-stage HF with LVAD support, highlighting the frequent complications such as RHF and infections, and the importance of recognizing when to prioritize comfort in advanced disease."
20084910,[Multidrug-resistant Acinetobacter baumannii infection in respiratory intensive care unit].,2009,"Multidrug-resistant Acinetobacter boumannii is a challenge in the treatment and control of nosocomial infections. This retrospective study was aimed to investigate the prevalence of multidrug resistant A. boumannii in a respiratory intensive care unit (ICU), related risk factors and its impact on disease prognosis. Of 218 patients who were hospitalized in our ICU during the last two years; 37 (17%) patients (21 males, mean age 61.6 +/- 19.8 years) developed pneumonia and/or bacteremia due to multidrug-resistant A. baumannii. Previous antibiotic therapy was detected in 51.4% and hospitalization in 70.3% of the cases. Pneumonia (59.5%) was the most frequent cause of hospitalization and chronic obstructive pulmonary disease (21.6%) was the second one; 81.1% of patients had co-morbidity. Invasive mechanical ventilation was performed in 31 (83.7%) patients during the follow-up. Ventilator-associated pneumonia developed in 22 (59.5%) patients and bacteraemia in 9 (24.3%) patients. Multidrug-resistance was observed in 23 (62.2%) of patients. Highest rates of resistance (100%) was detected against piperacillin-tazobactam, ampicillin-sulbactam and ciprofloxacin, followed by imipenem and cefepime (78%), meropenem and ceftazidime (55%), cefoperazone-sulbactam (43%) and netilmicin (35.1). The rates of re-intubation and tracheotomy were higher in patients infected with A. boumannii compared to the control group (59.5% vs. 7.7%, p < 0.0001 and 21.6% vs. 3.9%, p = 0.001, respectively). There was no significant difference between two groups in terms of mortality, however, durations of ICU and hospital stays were longer in patients with multidrug-resistant A. baumannii infection than without infection (24.2 +/- 18.3 vs. 8.2 +/- 8.3 days, p < 0.001 and 33.3 +/- 19.8 vs. 15.4 +/- 11.4 days, p < 0.001, respectively). In conclusion, due to the high rates of drug-resistance in nosocomial A.baumannii isolates, the use of invasive procedures and durations of ICU and hospital stays exhibit an increasing trend."
31852650,[Efficacy and safety of early physical therapy for acute gastrointestinal injury during mechanical ventilation in patients with sepsis: a randomized controlled pilot trial].,2019,"OBJECTIVE: To investigate the therapeutic effect and safety of early physical therapy for acute gastrointestinal injury (AGI) in septic patients receiving mechanical ventilation. METHODS: A randomized controlled trial was conducted in the ICU of a tertiary teaching hospital from May, 2017 to March, 2018. The patients diagnosed with sepsis complicated by AGI during mechanical ventilation were recruited and block-randomized into intervention group and control group. Both groups received standard therapy of sepsis, and the patients in the intervention group also received physical therapy as soon as they were hemodynamically stable. The outcome measures included the recovery of AGI, ICU mortality, duration and outcomes of mechanical ventilation and the length of ICU stay. RESULTS: A total of 60 patients were initially included, and 34 of them completed the study, including 16 in the intervention group and 18 in the control group. After physical rehabilitation, the number of patients with a cure of AGI did not significantly differ between the two group (P > 0.05). Nonetheless, the reduction of AGI scores after the treatments differed significantly between the intervention group and the control group (-1.9+/-2.1 vs 0.9+/- 1.6, P < 0.05). No significant differences were found between the two groups in ICU mortality, duration and outcomes of mechanical ventilation, or the length of ICU stay (P > 0.05). In the intervention group, the incidence of exercise-related adverse events was 3.33%, and severe organ injury or death occurred in none of patients. CONCLUSIONS: Early rehabilitation therapy does not reduce the incidence of AGI but can lower AGI scores and alleviate gastrointestinal symptoms in patients with sepsis during mechanical ventilation. The results still await further verification by welldesigned multicenter clinical trials with large sample sizes."
